Nº Hogares;EDAD DUEÑA DE CASA;N°INDIVIDUOS;GSE;GSE1;PADRES;CANTIDAD DE HIJOS;OTRO PARIENTE;HOMBRES EN EL HOGAR;MUJERES EN EL HOGAR;ESTADO CIVIL;NIVEL EDUC.JEFE DE HOGAR;Vivienda;Servicios Básicos;telecomunicaciones ;transporte;salud;educación;recreación y cultura;Alimentación;Vestuario y Calzado;Otros;articulos de belleza;articulos de aseo (Personal y del Hogar);ARRIENDO;DIVIDENDO;GASTOSCOMUNES;AGUA;ELECTRICIDAD;GAS;CALEFACCION;COMPRAARTEFACTOSCALEFACCIONESTUFASETC;TELEFONOFIJO;INTERNET;TVCABLE;TRANSPORTE_FURGON ESCOLAR;COMBUSTIBLE_LIQUIDO_GAS;SALUD MEDICA EN GENERAL;SALUD DENTAL EN GENERAL;MEDICAMENTOS                                                                                                                                                                 (AUTOMEDICACION Y PRESCRIPCION MEDICA;EDUCACION                                                                                                                                                                               (MATRICULA Y ARANCEL PRE BASICA);EDUCACION   (MATRICULA Y ARANCEL  BASICA);EDUCACION (MATRICULA Y ARANCEL MEDIA);EDUCACION                                                                                                                                                                                    (MATRICULA Y ARANCEL SUPERIOR);MANTENIMIENTO Y REPARACION DE                                                                                                                                      INFRAESTRUCTURA DOMICILIARIA;BIENES DURABLES                                                                                                                                (MUEBLES,ELECTRODOMESTICOS,ETC);SERVICIO DOMESTICO;DECORACION HOGAR;ARTICULOS DE BEBE;ARTICULOS DE NIÑOS;TELEFONO MOVIL;TRANSPORTE (LOCOMOCION COLECTIVA);RECREACION Y CULTURA;HOBBIES;ALMUERZO DIARIO FUERA DEL HOGAR;VESTUARIO Y CALZADO DE VESTIR;ZAPATILLAS;ARTICULOS DE BELLEZA;ASEO HOGAR;BEBESTIBLES CALIENTES;BEBESTIBLES FRIOS;ALIMENTOS NO PERECIBLES;ALIMENTOS PERECIBLES;CUIDADO PERSONAL
256;31;4;C2;MEDIO;SOLO MADRE;3;0;1;3;SOLTERO;TECNICA INDUSTRIAL O COMERCIAL COMPLETA;170.000;67.337;28.600;40.000;19.790;40.000;0;111.497;0;37.000;12.000;34.419;150.000;;;21.537;18.800;;27.000;;;15.000;;;;4.490;;15.300;;40.000;;;20.000;;;;25.000;12.000;13.600;40.000;;;;;;12.000;6.398;560;14.434;41.403;55.100;28.021
257;49;5;C1;ALTO;AMBOS;3;0;3;2;CASADO;UNIVERSITARIA COMPLETA;60.000;126.100;110.000;152.000;78.500;90.000;40.000;201.670;60.000;307.000;20.000;23.824;;;;36.000;20.100;40.000;30.000;;15.000;15.000;15.000;32.000;60.000;50.000;;28.500;;45.000;45.000;;60.000;132.000;175.000;;;;65.000;60.000;40.000;;50.000;60.000;;20.000;2.375;854;16.486;45.426;88.904;21.449
258;53;2;C1;ALTO;SOLO MADRE;1;0;1;1;VIUDO;TECNICA COMPLETA DE EDUCACION SUPERIOR;370.000;60.000;91.998;60.000;0;0;0;42.197;0;0;0;13.309;;300.000;70.000;10.000;20.000;;30.000;;10.666;10.666;10.666;;;;;;;;;;;;;;;;60.000;60.000;;;;;;;2.125;3.279;6.780;9.627;22.511;11.184
259;76;3;C2;MEDIO;AMBOS;0;1;1;2;CASADO;UNIVERSITARIA COMPLETA;420.000;44.000;47.000;15.000;68.000;0;0;39.422;0;0;0;7.301;280.000;;140.000;17.000;27.000;;;;15.000;12.000;;;;10.000;;58.000;;;;;;;;;;;20.000;15.000;;;;;;;5.911;4.089;5.857;6.269;23.207;1.390
260;56;3;C1;ALTO;SOLO MADRE;2;0;1;2;SEPARADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;85.000;58.800;71.383;30.000;94.000;0;20.000;39.569;0;0;4.000;6.645;;;85.000;;37.000;15.000;6.800;;15.300;15.300;15.300;;;80.000;;14.000;;;;;;;;;;;25.483;30.000;20.000;;;;;4.000;2.327;3.037;7.970;8.247;20.315;4.318
261;76;2;C2;MEDIO;SOLO MADRE;1;0;0;2;VIUDO;MEDIA COMPLETA;0;73.000;20.000;35.000;27.000;0;0;37.883;20.000;0;35.000;37.904;;;;17.000;21.000;15.000;20.000;;5.000;;;;35.000;15.000;;12.000;;;;;;;;;;;15.000;;;;;20.000;;35.000;3.749;2.577;5.240;12.030;18.036;34.155
262;66;3;C1;ALTO;AMBOS;1;0;2;1;CASADO;UNIVERSITARIA INCOMPLETA;150.000;105.000;65.800;115.900;80.000;0;25.000;61.720;35.000;0;50.000;16.081;;;150.000;25.000;35.000;45.000;;;13.950;13.950;;;70.000;30.000;;50.000;;;;;;;;;;;37.900;45.900;;25.000;12.000;15.000;20.000;50.000;2.740;2.556;9.360;8.184;29.620;13.341
263;55;2;C2;MEDIO;SOLO MADRE;0;0;0;2;SOLTERO;TECNICA COMPLETA DE EDUCACION SUPERIOR;45.000;101.000;18.900;65.000;40.000;0;0;77.466;0;0;0;23.070;;;45.000;12.000;35.000;39.000;15.000;;18.900;;;;;25.000;;15.000;;;;;;;;;;;;65.000;;;;;;;5.040;2.899;17.353;35.401;21.813;18.030
264;50;3;C1;ALTO;AMBOS;1;0;1;2;CASADO;UNIVERSITARIA COMPLETA;480.000;166.500;123.500;11.000;0;0;25.000;194.893;230.000;70.000;25.000;9.949;;350.000;130.000;33.500;45.000;58.000;30.000;;15.000;15.000;15.000;;11.000;;;;;;;;;;;50.000;;20.000;78.500;;25.000;;120.000;150.000;80.000;25.000;5.083;4.899;8.618;30.638;30.738;4.866
265;73;1;C1;ALTO;SOLO MADRE;0;0;0;1;CASADO;UNIVERSITARIA COMPLETA;0;73.000;39.000;40.000;2.500;0;0;50.540;0;15.000;0;3.332;;;;12.000;27.000;20.000;14.000;;13.000;13.000;13.000;;40.000;;;2.500;;;;;;;;;;15.000;;;;;;;;;;849;5.506;4.382;39.803;3.332
266;43;3;C1;ALTO;AMBOS;1;0;1;2;CASADO;UNIVERSITARIA COMPLETA;200.000;126.000;109.996;110.000;267.700;140.000;25.000;44.688;12.000;91.000;0;5.341;;200.000;;20.000;38.000;38.000;30.000;80.000;18.330;18.333;18.333;;110.000;110.000;100.000;57.700;;140.000;;;;11.000;;;;;55.000;;25.000;;10.000;;12.000;;5.341;;1.443;8.093;25.152;
267;52;4;C1;ALTO;AMBOS;2;0;2;2;CASADO;MEDIA COMPLETA;618.000;222.436;123.650;199.000;339.000;780.000;185.700;118.378;180.000;217.000;17.000;73.962;;;;24.050;102.200;68.186;28.000;60.000;20.170;31.890;27.590;;190.000;120.000;114.000;105.000;;;;780.000;618.000;;126.000;;12.000;19.000;44.000;9.000;64.700;121.000;28.000;180.000;;17.000;23.158;4.437;5.919;24.968;55.054;50.804
268;65;5;C1;ALTO;SOLO MADRE;2;1;1;4;CASADO;TECNICA INCOMPLETA DE EDUCACION SUPERIOR;0;155.000;87.000;50.000;30.000;120.000;0;72.466;0;0;4.000;10.216;;;;40.000;48.000;52.000;15.000;;;25.000;;;50.000;;;30.000;120.000;;;;;;;;;;62.000;;;;;;;4.000;1.330;479;18.208;18.067;35.712;8.886
269;77;1;C2;MEDIO;SOLO MADRE;0;0;0;1;VIUDO;MEDIA COMPLETA;238.000;37.200;45.000;45.000;2.000;0;0;35.401;0;15.000;3.990;12.447;220.000;;18.000;3.400;12.000;6.800;15.000;;12.500;12.500;;;;;;2.000;;;;;;;15.000;;;;20.000;45.000;;;;;;3.990;3.986;;1.987;11.077;22.337;8.461
270;51;4;D;BAJO;AMBOS;2;0;3;1;CONVIVIENTE;MEDIA COMPLETA;0;59.000;61.000;40.000;0;0;0;42.425;0;0;1.800;10.986;;;;12.000;25.000;22.000;;;;21.000;20.000;;;;;;;;;;;;;;;;20.000;40.000;;;;;;1.800;5.575;2.400;2.387;15.321;22.317;5.411
271;51;3;C3;MEDIO;AMBOS;1;0;2;1;CONVIVIENTE;MEDIA COMPLETA;0;75.000;45.000;40.000;0;0;0;35.005;0;0;0;12.552;;;;20.000;25.000;30.000;;;15.000;;15.000;;;;;;;;;;;;;;;;15.000;40.000;;;;;;;6.455;4.817;2.748;15.855;11.585;6.097
272;66;3;C1;ALTO;SOLO MADRE;3;0;1;2;VIUDO;MEDIA COMPLETA;15.000;79.000;92.000;130.000;218.000;350.000;0;118.645;130.000;0;50.000;6.602;;;;15.000;18.000;16.000;30.000;;18.000;17.000;;;90.000;200.000;;18.000;;;;350.000;15.000;;;;;;57.000;40.000;;;50.000;40.000;90.000;50.000;;499;10.991;8.814;48.341;6.602
273;58;7;C2;MEDIO;AMBOS;2;3;3;4;CASADO;MEDIA COMPLETA;140.000;100.000;124.000;110.000;529.500;65.000;0;99.053;60.000;30.000;55.000;11.200;;100.000;35.000;20.000;;45.000;35.000;;38.000;16.000;25.000;;75.000;24.000;498.000;7.500;65.000;;;;5.000;;;;30.000;;45.000;35.000;;;56.000;10.000;50.000;55.000;3.700;1.847;6.764;10.477;23.965;7.500
274;60;7;C3;MEDIO;AMBOS;3;2;3;4;CASADO;MEDIA COMPLETA;0;72.000;128.000;150.000;0;0;0;78.092;0;0;15.000;15.579;;;;18.000;24.000;30.000;;;16.000;18.000;24.000;;;;;;;;;;;;;;;;70.000;150.000;;;;;;15.000;7.597;3.255;21.659;22.867;30.311;7.982
275;48;5;D;BAJO;AMBOS;3;0;1;4;CASADO;MEDIA INCOMPLETA;0;64.000;42.000;155.000;0;0;0;71.204;0;0;15.000;23.407;;;;15.000;25.000;24.000;;;;22.000;;65.000;60.000;;;;;;;;;;;;;;20.000;30.000;;;;;;15.000;12.806;5.840;3.510;15.746;46.108;10.601
276;42;6;E;BAJO;AMBOS;2;2;3;3;CASADO;MEDIA COMPLETA;11.000;79.000;86.000;50.000;0;0;15.000;46.338;70.000;16.000;8.000;30.048;;;;21.000;28.000;30.000;;;21.000;19.000;24.000;;;;;;;;;;11.000;5.000;;;7.000;4.000;22.000;50.000;;15.000;;30.000;40.000;8.000;12.668;1.566;6.239;16.101;22.432;17.380
277;74;6;C3;MEDIO;AMBOS;3;1;4;2;CASADO;BASICA INCOMPLETA;0;75.000;72.000;35.000;8.000;0;0;118.129;25.000;0;2.000;15.487;;;;17.000;25.000;33.000;;;5.000;17.000;20.000;;;;;8.000;;;;;;;;;;;30.000;35.000;;;10.000;;25.000;2.000;6.534;1.350;41.561;18.855;46.363;8.953
278;36;5;E;BAJO;AMBOS;3;0;2;3;CASADO;MEDIA COMPLETA;90.000;60.000;42.000;60.000;0;0;0;54.605;20.000;4.000;3.000;10.797;90.000;;;15.000;23.000;22.000;;;17.000;18.000;;;30.000;;;;;;;;;;;;;4.000;7.000;30.000;;;;20.000;;3.000;7.089;2.000;9.404;6.223;36.978;3.708
279;24;3;E;BAJO;SOLO MADRE;1;1;0;3;CASADO;BASICA INCOMPLETA;0;61.000;30.000;40.000;0;0;25.000;31.885;60.000;0;4.500;20.455;;;;16.000;30.000;15.000;;;;;;;;;;;;;;;;;;;;;30.000;40.000;25.000;;;30.000;30.000;4.500;9.538;1.759;7.175;5.567;17.384;10.917
280;38;6;D;BAJO;AMBOS;4;0;4;2;CASADO;MEDIA COMPLETA;18.000;83.000;47.000;83.000;0;0;50.000;25.317;0;0;0;6.888;;;18.000;18.000;35.000;22.000;8.000;;20.000;10.000;12.000;23.000;;;;;;;;;;;;;;;5.000;60.000;50.000;;;;;;;;3.800;8.142;13.375;6.888
281;60;3;D;BAJO;AMBOS;1;0;2;1;CASADO;MEDIA INCOMPLETA;0;57.850;48.000;60.000;0;0;0;47.041;0;0;0;14.729;;;;6.000;17.050;10.800;24.000;;11.000;12.000;13.000;;;;;;;;;;;;;;;;12.000;60.000;;;;;;;3.189;2.830;6.492;21.053;16.666;11.540
282;72;7;D;BAJO;SOLO MADRE;3;3;3;4;CASADO;MEDIA COMPLETA;0;70.000;83.000;70.000;0;0;30.000;133.018;40.000;77.000;10.000;17.741;;;;16.289;23.711;30.000;;;17.000;18.500;17.500;;;;;;;;;;;40.000;;25.000;;12.000;30.000;70.000;10.000;20.000;15.000;40.000;;10.000;9.741;;18.849;45.515;53.654;8.000
283;78;6;C3;MEDIO;AMBOS;2;1;2;4;CASADO;MEDIA COMPLETA;0;174.000;112.000;20.000;0;55.000;0;122.482;0;30.000;15.000;27.539;;;;50.000;50.000;50.000;24.000;;10.000;10.000;10.000;;;;;;;5.000;;50.000;;30.000;;;;;82.000;20.000;;;25.000;;;15.000;8.490;4.373;9.436;36.404;47.269;19.049
284;40;7;D;BAJO;SOLO MADRE;5;1;3;4;SEPARADO;MEDIA COMPLETA;0;27.900;14.000;50.000;0;15.000;0;94.668;15.000;90.000;11.000;13.616;;;;;2.000;10.900;15.000;;;;;;;;;;15.000;;;;;;;;;90.000;14.000;50.000;;;50.000;15.000;;11.000;6.182;1.600;8.715;8.645;25.708;7.434
285;31;4;D;BAJO;AMBOS;1;1;1;3;CASADO;MEDIA INCOMPLETA;0;64.000;75.000;40.000;0;15.000;30.000;32.145;50.000;0;0;27.849;;;;6.000;36.000;11.000;11.000;;15.000;15.000;15.000;;40.000;;;;;15.000;;;;;;;;;30.000;;30.000;;;50.000;;;17.528;;3.800;14.725;13.620;10.321
286;67;2;C3;MEDIO;AMBOS;0;0;1;1;CASADO;MEDIA COMPLETA;0;144.750;49.250;23.600;11.300;0;0;115.204;10.000;0;5.000;53.077;;;;30.000;32.750;70.000;12.000;;15.000;15.000;15.000;;;5.000;;6.300;;;;;;;;;;;4.250;23.600;;;;10.000;;5.000;30.521;15.698;;59.610;39.896;22.556
287;32;5;C1;ALTO;AMBOS;2;1;2;3;CASADO;UNIVERSITARIA COMPLETA;620.000;55.000;112.000;80.000;20.000;300.000;20.000;123.716;0;300.000;10.000;9.382;400.000;;220.000;10.000;30.000;15.000;;;24.000;24.000;24.000;;80.000;;;20.000;300.000;;;;;;300.000;;;;40.000;;10.000;10.000;22.000;;;10.000;747;;8.118;32.821;60.777;8.635
288;46;7;D;BAJO;SOLO MADRE;2;4;0;7;SOLTERO;BASICA INCOMPLETA;0;58.800;32.700;48.000;0;0;0;110.247;80.000;4.000;0;31.920;;;;33.000;15.000;10.800;;;15.800;10.000;;8.000;;;;;;;;;;;;;4.000;;6.900;40.000;;;;;80.000;;11.556;5.723;1.674;23.903;78.947;20.364
289;56;5;C1;ALTO;AMBOS;2;1;2;3;CASADO;UNIVERSITARIA COMPLETA;130.000;234.000;83.600;80.000;40.000;600.000;0;35.777;20.000;250.000;50.000;23.667;;;130.000;26.000;38.000;170.000;;;21.300;21.000;21.300;;80.000;;;40.000;;;;600.000;;;250.000;;;;20.000;;;;;20.000;;50.000;9.865;2.318;;14.000;19.459;13.802
290;45;7;D;BAJO;AMBOS;3;2;5;2;CASADO;BASICA COMPLETA;62.250;92.330;66.730;30.090;27.690;25.560;5.500;93.008;76.300;158.600;10.300;26.579;;;35.560;16.490;43.340;22.500;10.000;15.000;;20.560;20.690;13.500;16.590;17.690;5.000;5.000;25.560;;;;26.690;16.650;15.500;10.550;55.800;45.100;25.480;;5.500;;31.100;40.800;35.500;10.300;9.874;250;11.869;20.563;29.226;16.705
291;59;4;C3;MEDIO;AMBOS;0;2;1;3;CASADO;BASICA COMPLETA;0;160.000;51.000;70.000;110.000;24.000;0;59.508;0;0;0;17.146;;;;20.000;20.000;80.000;40.000;;10.000;10.000;10.000;;50.000;;;110.000;;24.000;;;;;;;;;21.000;20.000;;;;;;;2.600;2.014;8.365;20.885;28.244;14.546
292;48;7;D;BAJO;AMBOS;2;3;3;4;CASADO;BASICA INCOMPLETA;0;49.450;67.790;10.000;0;2.500;30.000;76.099;320.000;24.000;34.000;28.679;;;;10.000;22.000;11.500;5.950;;;27.910;19.880;;;;;;1.500;1.000;;;;24.000;;;;;20.000;10.000;30.000;;;220.000;100.000;34.000;2.991;2.449;4.399;33.174;36.077;25.688
293;65;7;D;BAJO;AMBOS;1;4;2;5;CASADO;MEDIA INCOMPLETA;0;79.000;3.000;20.000;40.000;13.000;0;94.119;0;16.000;0;46.398;;;;20.000;29.000;15.000;15.000;;;;;;;;;40.000;;5.000;8.000;;;;;;16.000;;3.000;20.000;;;;;;;3.261;1.959;11.667;23.947;56.546;43.137
294;37;4;E;BAJO;AMBOS;2;0;2;2;CASADO;BASICA COMPLETA;50.000;60.000;63.000;48.000;0;0;0;145.268;60.000;0;1.500;38.077;50.000;;;20.000;21.000;11.000;8.000;;;;40.000;;;;;;;;;;;;;;;;23.000;48.000;;;;40.000;20.000;1.500;8.130;1.379;7.065;23.613;113.211;29.947
295;62;3;D;BAJO;AMBOS;0;1;1;2;CASADO;BASICA COMPLETA;0;42.000;12.000;20.000;0;0;0;147.497;0;0;0;35.119;;;;4.000;25.000;13.000;;;;;;;15.000;;;;;;;;;;;;;;12.000;5.000;;;;;;;7.900;1.679;26.177;35.824;83.817;27.219
296;22;7;E;BAJO;AMBOS;3;2;3;4;CASADO;MEDIA INCOMPLETA;0;50.700;0;24.000;0;5.000;0;60.579;0;8.000;0;19.589;;;;9.200;20.500;10.500;10.500;;;;;;;;;;5.000;;;;;;;;8.000;;;24.000;;;;;;;2.996;3.422;9.971;12.607;34.579;16.593
297;43;2;C2;MEDIO;SOLO MADRE;1;0;0;2;SOLTERO;UNIVERSITARIA INCOMPLETA;13.000;62.500;15.000;20.000;80.000;50.000;0;108.712;40.000;0;20.000;6.613;;;13.000;8.000;24.500;30.000;;;;;;;;50.000;30.000;;;;50.000;;;;;;;;15.000;20.000;;;60.000;40.000;;20.000;1.773;3.279;7.313;5.402;32.718;4.840
298;35;6;C3;MEDIO;AMBOS;4;0;3;3;CASADO;MEDIA COMPLETA;90.000;49.000;42.000;50.000;30.000;0;20.000;52.035;0;23.000;0;23.112;90.000;;;12.000;20.000;;17.000;;14.000;14.000;14.000;10.000;;20.000;;10.000;;;;;;;;;23.000;;;40.000;15.000;5.000;;;;;5.115;2.350;5.056;6.551;38.078;17.997
299;36;4;D;BAJO;AMBOS;2;0;3;1;CASADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;0;47.400;69.000;82.000;4.800;30.000;40.000;169.485;30.000;0;0;32.392;;;;7.000;17.000;15.400;8.000;;8.000;8.000;8.000;20.000;40.000;;;4.800;10.000;20.000;;;;;;;;;45.000;22.000;40.000;;80.000;;30.000;;10.641;1.790;10.884;33.534;43.277;21.751
300;49;5;E;BAJO;AMBOS;0;3;3;2;SOLTERO;MEDIA INCOMPLETA;0;33.800;2.000;24.000;0;0;2.500;99.526;0;4.000;0;9.125;;;;8.000;15.000;10.800;;;;;;;;;;;;;;;;;;;;4.000;2.000;24.000;;2.500;;;;;6.813;15.100;11.386;25.848;47.192;2.312
301;59;11;D;BAJO;SOLO MADRE;4;6;5;6;VIUDO;UNIVERSITARIA INCOMPLETA;0;43.000;80.000;50.000;45.000;20.000;0;65.996;0;25.000;10.000;3.237;;;;10.000;22.000;11.000;;;10.000;10.000;10.000;;;20.000;;25.000;20.000;;;;;;;;25.000;;50.000;50.000;;;30.000;;;10.000;1.252;;3.279;8.014;24.703;1.985
302;64;3;C2;MEDIO;AMBOS;0;1;1;2;CASADO;MEDIA COMPLETA;180.000;49.000;50.000;30.000;30.000;0;0;90.717;0;0;5.000;11.721;160.000;;20.000;6.000;18.000;25.000;;;;;;;30.000;;;30.000;;;;;;;;;;;50.000;;;;20.000;;;5.000;1.050;2.017;12.106;27.968;28.626;10.671
303;60;2;C3;MEDIO;SOLO MADRE;1;0;1;1;SOLTERO;UNIVERSITARIA INCOMPLETA;0;50.000;41.000;40.000;0;0;0;34.452;11.000;0;2.700;13.175;;;;20.000;30.000;;;;15.000;;;;;;;;;;;;;;;;;;26.000;40.000;;;;11.000;;2.700;4.685;2.817;3.325;9.364;18.946;8.490
304;61;2;C3;MEDIO;AMBOS;0;0;1;1;CASADO;MEDIA COMPLETA;0;54.100;49.500;60.000;55.000;0;0;46.677;0;0;4.900;8.724;;;;8.550;15.550;;30.000;;13.000;13.500;13.000;;10.000;20.000;;35.000;;;;;;;;;;;10.000;50.000;;;;;;4.900;6.900;2.078;;10.611;33.988;1.824
305;25;4;D;BAJO;AMBOS;2;0;1;3;CASADO;MEDIA COMPLETA;120.000;41.500;15.000;40.000;0;0;20.000;53.401;0;40.000;0;9.444;120.000;;;7.000;15.000;11.500;8.000;;;;;10.000;;;;;;;;;;;40.000;;;;15.000;30.000;20.000;;15.000;;;;;4.888;5.845;5.288;22.380;9.444
306;46;8;E;BAJO;SOLO MADRE;4;3;5;3;SOLTERO;BASICA INCOMPLETA;2.000;49.950;31.500;11.000;19.500;0;0;53.484;0;22.000;0;7.754;;;;3.950;25.000;14.000;7.000;;;;24.500;6.000;;10.000;;9.500;;;;;2.000;15.000;;;;7.000;7.000;5.000;;;;;;;3.459;;10.453;10.554;32.477;4.295
307;54;11;C3;MEDIO;AMBOS;6;3;6;5;CONVIVIENTE;MEDIA INCOMPLETA;0;88.600;68.000;43.000;0;59.000;0;85.462;0;0;7.000;20.211;;;;12.600;37.000;26.000;13.000;;22.000;17.000;17.000;;;;;;;19.000;40.000;;;;;;;;12.000;43.000;;;;;;7.000;13.335;1.300;813;24.833;58.516;6.876
308;57;6;D;BAJO;AMBOS;2;1;3;3;CASADO;BASICA INCOMPLETA;0;63.100;20.000;60.000;0;0;0;27.544;0;0;0;9.753;;;;17.600;19.700;11.500;14.300;;;;;;;;;;;;;;;;;;;;20.000;60.000;;;;;;;3.978;2.985;4.964;;19.595;5.775
309;69;4;E;BAJO;AMBOS;1;1;2;2;CASADO;BASICA INCOMPLETA;0;72.000;68.000;95.000;0;0;0;35.529;0;0;15.000;18.358;;;;18.000;24.000;15.000;15.000;;18.000;15.000;20.000;;50.000;;;;;;;;;;;;;;15.000;45.000;;;;;;15.000;6.687;1.480;6.513;18.788;8.748;11.671
310;29;4;D;BAJO;AMBOS;2;0;2;2;CONVIVIENTE;MEDIA COMPLETA;80.000;45.000;15.000;70.000;10.000;0;0;42.497;0;0;10.000;20.833;80.000;;;13.000;20.000;12.000;;;;;;;30.000;;;10.000;;;;;;;;;;;15.000;40.000;;;;;;10.000;;;4.914;8.697;28.886;20.833
311;23;4;C3;MEDIO;AMBOS;2;0;2;2;CONVIVIENTE;MEDIA COMPLETA;0;32.000;15.000;50.000;70.000;85.000;60.000;29.273;20.000;15.000;10.000;6.435;;;;8.000;12.000;12.000;;;5.000;;;;;;60.000;10.000;;25.000;;60.000;;;;15.000;;;10.000;50.000;60.000;;;20.000;;10.000;3.689;1.400;5.400;3.801;18.672;2.746
312;37;6;D;BAJO;AMBOS;4;0;2;4;CASADO;MEDIA COMPLETA;70.000;53.000;20.000;60.000;5.000;0;0;40.451;0;0;10.000;14.255;;70.000;;17.000;21.000;15.000;;;;;;;;;;5.000;;;;;;;;;;;20.000;60.000;;;;;;10.000;2.506;;12.158;9.303;18.990;11.749
313;27;6;E;BAJO;SOLO PADRE;1;4;4;2;SEPARADO;BASICA INCOMPLETA;0;60.200;63.000;40.000;5.000;0;0;67.440;110.000;8.000;0;16.017;;;;14.000;20.000;11.700;14.500;;15.000;15.000;23.000;;;;;5.000;;;;;;;;;;8.000;10.000;40.000;;;;30.000;80.000;;1.500;6.900;7.766;23.074;29.700;14.517
314;41;5;C3;MEDIO;AMBOS;3;0;2;3;CASADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;68.000;63.000;10.000;106.000;5.000;0;10.000;57.591;15.000;77.000;0;4.030;;60.000;8.000;15.000;25.000;11.500;11.500;7.000;;;;23.000;13.000;;;5.000;;;;;;;;40.000;;30.000;10.000;70.000;10.000;;20.000;15.000;;;770;380;5.304;2.002;29.905;3.260
315;53;9;C3;MEDIO;AMBOS;3;4;6;3;CASADO;MEDIA COMPLETA;0;122.000;70.000;90.000;10.000;0;15.000;85.230;26.500;51.500;20.000;23.928;;;;28.000;34.000;30.000;30.000;;;;;70.000;;;;10.000;;;;;;;;;50.000;1.500;70.000;20.000;15.000;;;20.000;6.500;20.000;;1.710;23.595;40.802;19.123;23.928
316;72;2;D;BAJO;AMBOS;0;0;1;1;CASADO;BASICA INCOMPLETA;0;55.000;18.000;10.000;0;0;0;49.662;0;0;0;4.250;;;;13.000;15.000;12.000;15.000;;8.000;;;;;;;;;;;;;;;;;;10.000;10.000;;;;;;;4.250;5.298;8.028;19.778;16.558;
317;85;5;D;BAJO;SOLO MADRE;1;3;3;2;VIUDO;BASICA INCOMPLETA;0;76.000;25.000;120.000;0;0;0;54.243;0;0;5.000;4.449;;;;21.000;25.000;15.000;15.000;;;;;;;;;;;;;;;;;;;;25.000;120.000;;;;;;5.000;1.504;1.400;9.313;15.489;28.041;2.945
318;39;6;D;BAJO;AMBOS;4;0;3;3;CONVIVIENTE;MEDIA COMPLETA;0;54.000;55.000;0;2.000;20.000;0;54.964;0;0;0;3.895;;;;20.000;22.000;12.000;;;15.000;15.000;;;;;;2.000;;;20.000;;;;;;;;25.000;;;;;;;;1.400;2.691;1.363;15.324;35.586;2.495
319;51;4;D;BAJO;AMBOS;2;2;1;3;CASADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;0;83.000;110.000;95.000;20.000;0;15.000;83.531;25.000;0;50.000;57.199;;;;15.000;11.000;14.000;43.000;;22.000;21.000;22.000;;60.000;;;20.000;;;;;;;;;;;45.000;35.000;15.000;;;25.000;;50.000;36.600;1.980;9.485;35.260;36.806;20.599
320;33;4;E;BAJO;SOLO MADRE;1;2;2;2;VIUDO;BASICA INCOMPLETA;70.000;103.900;20.000;120.000;26.000;0;0;50.389;0;0;0;4.204;70.000;;;30.000;30.000;13.900;30.000;;;;;;;;;26.000;;;;;;;;;;;20.000;120.000;;;;;;;4.204;1.000;20.200;16.326;12.863;
321;69;5;D;BAJO;AMBOS;1;2;3;2;CASADO;BASICA INCOMPLETA;0;53.000;0;0;0;0;0;33.011;0;0;0;6.051;;;;13.000;20.000;12.000;8.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.511;2.990;1.600;4.634;23.787;4.540
322;75;1;C3;MEDIO;SOLO MADRE;0;0;0;1;VIUDO;MEDIA INCOMPLETA;0;92.400;27.000;50.000;30.000;0;0;34.924;0;0;3.990;11.293;;;;15.000;35.000;14.400;28.000;;20.000;;;;;;;30.000;;;;;;;;;;;7.000;50.000;;;;;;3.990;2.130;3.457;5.301;10.078;16.088;9.163
323;51;5;C2;MEDIO;AMBOS;3;0;2;3;CASADO;UNIVERSITARIA COMPLETA;350.000;120.000;80.000;80.000;70.000;50.000;0;85.731;10.000;0;3.000;34.797;300.000;;50.000;25.000;25.000;40.000;30.000;;40.000;;;;60.000;20.000;;50.000;;;;50.000;;;;;;;40.000;20.000;;;;10.000;;3.000;16.343;6.939;15.331;22.988;40.473;18.454
324;64;3;D;BAJO;AMBOS;1;0;2;1;CASADO;BASICA INCOMPLETA;0;54.150;32.000;60.000;0;0;0;57.295;39.000;0;0;13.426;;;;4.550;19.800;14.900;14.900;;22.000;;;;;;;;;;;;;;;;;;10.000;60.000;;;;;39.000;;5.776;1.200;13.684;16.925;25.486;7.650
325;45;4;C2;MEDIO;SOLO MADRE;3;0;3;1;VIUDO;MEDIA COMPLETA;0;66.000;41.000;100.000;0;0;50.000;67.538;25.000;146.000;1.700;27.851;;;;12.000;28.000;13.000;13.000;;10.000;10.000;10.000;;100.000;;;;;;;;;146.000;;;;;11.000;;50.000;;;;25.000;1.700;17.304;4.780;7.038;11.542;44.178;10.547
326;48;4;C1;ALTO;AMBOS;2;0;2;2;CASADO;TECNICA COMPLETA DE EDUCACION SUPERIOR;315.000;81.700;130.000;350.000;50.000;0;10.000;54.925;0;0;3.000;21.511;;240.000;75.000;18.000;30.000;18.700;15.000;;10.000;18.000;20.000;;300.000;30.000;;20.000;;;;;;;;;;;82.000;50.000;10.000;;;;;3.000;2.963;10.598;3.191;14.048;27.088;18.548
